Configuration Item,CI_TagName,CI_TagUserName,CI_TagDescription,CI_ValueSizeBytes,CI_ValueOptions,CI_ValueOptions,CI_InternalNotes,CI_UserVisibility,CI_ReadOnly,CI_Master_Default_Eugene,CI_Master_Default_Bologna,CI_Class2_Default,CI_Class3_Default,CI_Class4_Default,CI_Class5_Default,CI_Class6_Default,CI_Class8_Default,CI_Class9_Default,CI_Class10_Default,CI_Class11_Default,CI_Class12_Default,CI_Class13_Default,CI_AladdinMenuPathsAndCategories
C9LC,CI_C93_LENGTH_CONTROL,Code 93 Length Control,Specifies either variable-length decoding or fixed-length decoding for Code93,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,"For variable-length decoding, a minimum length may be set; for fixed-length decoding, two different lengths may be set",PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,C93
C9LO,CI_CODE93_QUIET_ZONE,Code 93 Quiet Zones,Specifies the number of quiet zones for Code 93,1,"[format=selection]
0x00=No quiet zones
0x01=Quiet zone on one side
0x02=Quiet zones on two sides
0x03=Auto
0x04=Virtual quiet zones on two sides",,"0x00=No Quiet zone
0x01=Quiet zone on one side
0x02=Quiet zones on two sides
0x03=Auto
0x04=Virtual quiet zones on two sides
When the value is received by a 2D HH, it's accepted and the scanners behaves as in the table below:
0x02=Quiet zones on two sides
0x03=0x00=0x01=0x04=Auto=Small quiet zones on two sides",PUBLIC_PRG,false,0x03,0x03,,,,,,0x00,0x02,,,,,CODE93
MSEN,CI_MSI_ENABLE,MSI Enable/Disable,Enables/Disables ability to decode MSI labels.,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,MSI
MSL1,CI_MSI_LENGTH_1,MSI Set Length 1,Specifies one of the barcode lengths for MSI length control,1,"[format=range]
min=01
max=0x32
step=01
[PRG_ValueIncluded=false]",,"Length 1 is the minimum label length if in variable length mode, or the first fixed length if in fixed length mode. Length includes the barcode s start, stop, check and data characters. The length must include at least one data character.",PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,MSI
MSL2,CI_MSI_LENGTH_2,MSI Set Length 2,Specifies one of the barcode lengths for MSI length control,1,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode. Length includes the barcode s check and data characters.",PUBLIC_PRG,false,0x32,0x32,,,,,,,,,,,,MSI
MSLC,CI_MSI_LENGTH_CONTROL,MSI Length Control,Specifies either variable-length decoding or fixed-length decoding for MSI,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,"For variable-length decoding, a minimum length may be set; for fixed-length decoding, two different lengths may be set",PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,MSI
MSCC,CI_MSI_CHECK_CHARACTER_CALCULATION,MSI Check Character Calculation,Enables/Disables calculation and verification of optional MSI check character,1,"[format=selection]
0x00=Disable
0x01=Mod10
0x02=Mod11/10
0x03=Mod10/10",,,PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,MSI
PLCC,CI_PLESSEY_CHECK_CHARACTER_CALCULATION,Plessey Check Character Calculation,Enables/Disables calculation and verification of optional Plessey check character,1,"[format=selection]
0x00=Disable
0x01=Plessey std check char verification
0x02=Anker check char verification
0x03=Plessey std and Anker check char verification",,"0x00=Disable
Bit values
0x01=Plessey std check char
0x02=Anker check char",PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,PLESSEY
PLEN,CI_PLESSEY_ENABLE,Plessey Enable/Disable,Enables/Disables ability to decode Plessey labels.,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,PLESSEY
PLL1,CI_PLESSEY_LENGTH_1,Plessey Set Length 1,Specifies one of the barcode lengths for Plessey length control,1,"[format=range]
min=01
max=0x32
step=01
[PRG_ValueIncluded=false]",,"Length 1 is the minimum label length if in variable length mode, or the first fixed length if in fixed length mode. Length includes the barcode s start, stop, check and data characters. The length must include at least one data character.",PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,PLESSEY
PLL2,CI_PLESSEY_LENGTH_2,Plessey Set Length 2,Specifies one of the barcode lengths for Plessey length control,1,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode. Length includes the barcode s check and data characters.",PUBLIC_PRG,false,0x32,0x32,,,,,,,,,,,,PLESSEY
PLLC,CI_PLESSEY_LENGTH_CONTROL,Plessey Length Control,Specifies either variable-length decoding or fixed-length decoding for Plessey,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,"For variable-length decoding, a minimum length may be set; for fixed-length decoding, two different lengths may be set",PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,PLESSEY
P1EN,CI_PHARMACODE_ENABLE,Pharmacode Enable/Disable,Enables/Disables ability to decode Pharmacode labels,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,PHARMACODE
P1DI,CI_PHARMACODE_DIRECTION,Pharmacode Label Direction,Specifies the expected direction of Pharmacode labels. The direction is required because Pharmacode does not provide start/stop characters.,1,"[format=selection]
0x00=Horizontal left to right
0x01=Horizontal right to left
0x02=Vertical top down
0x03=Vertical bottom up",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,PHARMACODE
P1L1,CI_PHARMACODE_LENGTH_1,Pharmacode Set Length 1,Specifies one of the barcode lengths for Pharmacode length control.,1,"[format=range]
min=0x02
max=0x06
step=01
[PRG_ValueIncluded=false]",,"Length 1 is the minimum label length if in variable length mode, or the first fixed length if in fixed length mode.",PUBLIC_PRG,false,0x02,0x02,,,,,,,,,,,,PHARMACODE
P1L2,CI_PHARMACODE_LENGTH_2,Pharmacode Set Length 2,Specifies one of the barcode lengths for Pharmacode length control.,1,"[format=range]
min=0x02
max=0x06
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode.",PUBLIC_PRG,false,0x06,0x06,,,,,,,,,,,,PHARMACODE
P1LC,CI_PHARMACODE_LENGTH_CONTROL,Pharmacode Length Control,Specifies either variable-length decoding or fixed-length decoding for Pharmacode,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,"For variable-length decoding, a minimum and maximum length may be set. For fixed-length decoding, two different lengths may be set.",PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,PHARMACODE
BCCC,CI_BC412_CHECK_CHARACTER_CALCULATION,BC412 Check Character Calculation,Enables/Disables calculation and verification of optional BC412 check character,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,BC412
BCEN,CI_BC412_ENABLE,BC412 Enable/Disable,Enables/Disables ability to decode BC412 labels.,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,BC412
BCL1,CI_BC412_LENGTH_1,BC412 Set Length 1,Specifies one of the barcode lengths for BC412 length control,1,"[format=range]
min=01
max=0x32
step=01
[PRG_ValueIncluded=false]",,"Length 1 is the minimum label length if in variable length mode, or the first fixed length if in fixed length mode. Length includes the barcode s start, stop, check and data characters. The length must include at least one data character.",PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,BC412
BCL2,CI_BC412_LENGTH_2,BC412 Set Length 2,Specifies one of the barcode lengths for BC412 length control,1,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode. Length includes the barcode s check and data characters.",PUBLIC_PRG,false,0x32,0x32,,,,,,,,,,,,BC412
BCLC,CI_BC412_LENGTH_CONTROL,BC412 Length Control,Specifies either variable-length decoding or fixed-length decoding for BC412,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,"For variable-length decoding, a minimum length may be set; for fixed-length decoding, two different lengths may be set",PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,BC412
CSEN,CI_CHINA_SENSIBLE_CODE_ENABLE,China Sensible Code Enable/Disable,Enables/Disables ability to decode China Sensible Code labels,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,CHINA
CSL1,CI_CHINA_SENSIBLE_CODE_LENGTH_1,China Sensible Code Set Length 1,Specifies one of the digits Label lengths for China Sensible Code length control.,2,"[format=range]
min=0001
max=0x1E93
step=01
[PRG_ValueIncluded=false]",,Value means the number of character.,PUBLIC_PRG,false,0x0001,0x0001,,,,,,,,,,,,CHINA
CSL2,CI_CHINA_SENSIBLE_CODE_LENGTH_2,China Sensible Code Set Length 2,Specifies one of the digits Label lengths for China Sensible Code length control.,2,"[format=range]
min=0000
max=0x1E93
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode. Length includes the barcode s data characters only",PUBLIC_PRG,false,0x1E93,0x1E93,,,,,,,,,,,,CHINA
CSLC,CI_CHINA_SENSIBLE_CODE_LENGTH_CONTROL,China Sensible Code Length Control,Specifies either variable-length decoding or fixed-length decoding for China Sensible Code.,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,CHINA
AZEN,CI_AZTEC_ENABLE,Aztec Code Enable/Disable,Enables/Disables ability to decode Aztec Code labels,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x01,0x01,,,0x00,,,,,,0x00,,0x00,AZTEC
AZL1,CI_AZTEC_LENGTH_1,Aztec Set Length 1,Specifies one of the digits Label lengths for Aztec length control.,2,"[format=range]
min=01
max=0x0EF8
step=01
[PRG_ValueIncluded=false]",,Value means the number of character.,PUBLIC_PRG,false,0x0001,0x0001,,,,,,,,,,,,AZTEC
AZL2,CI_AZTEC_LENGTH_2,Aztec Set Length 2,Specifies one of the digits Label lengths for Aztec length control.,2,"[format=range]
min=0000
max=0x0EF8
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode. Length includes the barcode s check and data characters",PUBLIC_PRG,false,0x0EF8,0x0EF8,,,,,,,,,,,,AZTEC
AZLC,CI_AZTEC_LENGTH_CONTROL,Aztec Length Control,Specifies either variable-length decoding or fixed-length decoding for Aztec .,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,AZTEC
AZMF,CI_AZTEC_MULTIFRAME_ENABLE,Aztec Code Multiframe Enable/Disable,Enables/Disables ability to decode a Aztec Code label using multiple frames.,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,AZTEC
DCEN,CI_DOTCODE_ENABLE,DotCode Enable/Disable,Enables/Disables the ability to decode DotCode labels.,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DOTCODE
DCL1,CI_DOTCODE_LENGTH_1,DotCode Set Length 1,Specifies one of the barcode lengths for DotCode length control.,2,"[format=range]
min=01
max=0x087A
step=01
[PRG_ValueIncluded=false]",,"Length 1 is the minimum label length if in variable length mode, or the first fixed length if in fixed length mode.",PUBLIC_PRG,false,0x03,0x03,,,,,,,,,,,,DOTCODE
DCL2,CI_DOTCODE_LENGTH_2,DotCode Set Length 2,Specifies one of the barcode lengths for DotCode length control.,2,"[format=range]
min=00
max=0x087A
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode.",PUBLIC_PRG,false,0x32,0x32,,,,,,,,,,,,DOTCODE
DCLC,CI_DOTCODE_LENGTH_CONTROL,DotCode Length Control,Specifies either variable-length decoding or fixed-length decoding for DotCode,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,"For variable-length decoding, a minimum length may be set; for fixed-length decoding, two different lengths may be set",PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DOTCODE
DMDA,CI_DATAMATRIX_AGGRESSIVENESS,DPM Datamatrix Decoding Safety,Specifies the tolerance of DPM decoder to operate with poor quality labels,1,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",,Value 01 makes the reader able to read poor quality labels while 05 makes the reader less able to read poor quality labels.,PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,DATAMATRIX
DMDM,CI_DATAMATRIX_DIMENSIONS_MASK,Datamatrix Square/Rectangular Style,Specifies the options available when reading Datamatrix with different form factors.,4,"[format=selection]
0x3FFF0BDF=Square Style
0x0000F420=Rectangular Style
0x3FFFFFFF=Both Square and Rectangular Style
[PRG_ValueIncluded=false]",,"A common use in Datamatrix decoding control requires the programming of one of this options:
String Values, USER Option Values
0x3FFF0BDF = Square Style
0x0000F420 = Rectangular Style
0x3FFFFFFF = Both Square and Rectangular Style
More programming options can be available for certain specific applications and advanced users. 
The details of whole option set is described in SRS.",PUBLIC_PRG,false,0x3FFFFFFF,0x3FFFFFFF,,,,,,,,,,,,DATAMATRIX
DMEN,CI_DATAMATRIX_ENABLE,Datamatrix Enable/Disable,Enables/Disables ability to decode Datamatrix labels,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=ExtraValuesAccepted]
values=02",,Value 0x02 is used internally to disable the symbology. This mode does not allow to read DM programming labels.,PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,DATAMATRIX
DML1,CI_DATAMATRIX_LENGTH_1,Datamatrix Set Length 1,Specifies one of the digits Label lengths for Datamatrix length control.,2,"[format=range]
min=0001
max=0x0C2C
step=01
[PRG_ValueIncluded=false]",,Value means the number of character.,PUBLIC_PRG,false,0x0001,0x0001,,,,,,,,,,,,DATAMATRIX
DML2,CI_DATAMATRIX_LENGTH_2,Datamatrix Set Length 2,Specifies one of the digits Label lengths for Datamatrix length control.,2,"[format=range]
min=0000
max=0x0C2C
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode. Length includes the barcode s data characters only",PUBLIC_PRG,false,0x0C2C,0x0C2C,,,0x028A,,,,,,,,0x028A,DATAMATRIX
DMLC,CI_DATAMATRIX_LENGTH_CONTROL,Datamatrix Length Control,Specifies either variable-length decoding or fixed-length decoding for Datamatrix.,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DATAMATRIX
DMEC,CI_DATAMATRIX_ECC000_140_SUPPORT_ENABLE,Datamatrix ECC000-140 support Enable/Disable,Enables/Disables Datamatrix ECC000-140 support.,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DATAMATRIX
MIEN,CI_MICRO_PDF_ENABLE,Micro PDF 417 Enable/Disable,Enables/Disables ability to decode MicroPDF labels,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,MICRO
MIL1,CI_MICRO_PDF_LENGTH_1,Micro PDF 417 Set Length 1,Specifies one of the barcode lengths for MicroPDF length control.,2,"[format=range]
min=0001
max=0x016E
step=01
[PRG_ValueIncluded=false]",,"Length 1 is the minimum label length if in variable length mode, or the first fixed length if in fixed length mode. Length includes the barcode s data characters only. Any value > 366 (0x16E) will be considered to be 366.",PUBLIC_PRG,false,0x0001,0x0001,,,,,,,,,,,,MICRO
MIL2,CI_MICRO_PDF_LENGTH_2,Micro PDF 417 Set Length 2,Specifies one of the barcode lengths for MicroPDF length control.,2,"[format=range]
min=0000
max=0x016E
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode. Length includes the barcode s data characters only. Any value > 366 (0x16E) will be considered to be 366.",PUBLIC_PRG,false,0x016E,0x016E,,,,,,,,,,,,MICRO
MILC,CI_MICRO_PDF_LENGTH_CONTROL,Micro PDF 417 Length Control,Specifies either variable-length decoding or fixed-length decoding for MicroPDF.,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,"For variable length decoding, minimum and maximum lengths may be set. For fixed length decoding, two different explicit lengths may be set.",PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,MICRO
MQEN,CI_MICROQR_ENABLE,Micro QR Enable/Disable,Enables/Disables ability to decode Micro QR labels,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,MICROQR
MQL1,CI_MICROQR_LENGTH_1,Micro QR Set Length 1,Specifies one of the barcode lengths for Micro QR length control,2,"[format=range]
min=0001
max=0x0023
step=01
[PRG_ValueIncluded=false]",,Value means the number of character.,PUBLIC_PRG,false,0x0001,0x0001,,,,,,,,,,,,MICROQR
MQL2,CI_MICROQR_LENGTH_2,Micro QR Set Length 2,Specifies one of the barcode lengths for Micro QR length control,2,"[format=range]
min=0000
max=0x0023
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode. Length includes the barcode s data characters only",PUBLIC_PRG,false,0x0023,0x0023,,,,,,,,,,,,MICROQR
MQLC,CI_MICROQR_LENGTH_CONTROL,Micro QR Length Control,Specifies either variable-length decoding or fixed-length decoding for Micro QR,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,MICROQR
MXEN,CI_MAXICODE_ENABLE,Maxicode Enable/Disable,Enables/Disables ability to decode Maxicode labels,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,MAXICODE
MXL1,CI_MAXICODE_LENGTH_1,Maxicode Set Length 1,Specifies one of the digits Label lengths for Maxicode length control.,2,"[format=range]
min=01
max=0x0091
step=01
[PRG_ValueIncluded=false]",,Value means the number of character.,PUBLIC_PRG,false,0x0001,0x0001,,,,,,,,,,,,MAXICODE
MXL2,CI_MAXICODE_LENGTH_2,Maxicode Set Length 2,Specifies one of the digits Label lengths for Maxicode length control.,2,"[format=range]
min=0000
max=0x0091
step=01
[PRG_ValueIncluded=false]",,"Length 2 is the maximum label length if in variable length mode, or the second fixed length if in fixed length mode. Length includes the barcode s data characters only",PUBLIC_PRG,false,0x0091,0x0091,,,,,,,,,,,,MAXICODE
MXLC,CI_MAXICODE_LENGTH_CONTROL,Maxicode Length Control,Specifies either variable-length decoding or fixed-length decoding for Maxicode.,1,"[format=selection]
0x00=Variable-length decoding
0x01=Fixed-length decoding",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,MAXICODE
MXPT,CI_MAXICODE_PRIMARY_MESSAGE_TRANSMISSION,Maxicode Primary Message Transmission,Enables/Disables the transmission of only the Primary Message when the Secondary Message is not readable.,1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,MAXICODE
