Name,CI_Master_Default_Eugene,CI_Master_Default_Bologna,CI_Class2_Default,CI_Class3_Default,CI_Class4_Default,CI_Class5_Default,CI_Class6_Default,CI_Class7_Default,CI_Class8_Default,CI_Class9_Default,CI_Class10_Default,CI_Class11_Default,CI_Class12_Default,CI_Class13_Default,CI_Class14_Default,CI_Class15_Default,CI_ValueOptions,CI_TagName
MXLC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_MAXICODE_LENGTH_CONTROL
MXL2,0x0091,0x0091,,,,,,,,,,,,,,,"[format=range]
min=0000
max=0x0091
step=01
[PRG_ValueIncluded=false]",CI_MAXICODE_LENGTH_2
MXL1,0x0001,0x0001,,,,,,,,,,,,,,,"[format=range]
min=01
max=0x0091
step=01
[PRG_ValueIncluded=false]",CI_MAXICODE_LENGTH_1
MXID,0x4D4300,0x780000,,0x540000,0x500000,,,,,,0x780000,,,0x500000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_MAXICODE
MXEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MAXICODE_ENABLE
MXAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_MAXICODE_AIM_ID_ENABLE
MSMR,4,4,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_MSI_MINIMUM_READ
MSLC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_MSI_LENGTH_CONTROL
MSL2,0x32,0x32,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_MSI_LENGTH_2
MSL1,0x01,0x01,,,,,,,,,,,,,,,"[format=range]
min=01
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_MSI_LENGTH_1
MSID,0x400000,0x5A0000,,0x4F0000,0x400000,0x402000,,,0x402000,,0x5A0000,,,0x400000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_MSI
MSEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MSI_ENABLE
MSDL,3,3,,,,,,,,,,,,,,,"[format=range]
min=00
max=05
step=01
[PRG_ValueIncluded=false]",CI_MSI_DECODING_LEVEL
MSDE,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Skip
01=Don't Skip",CI_MICROSOFT_EXTEN_DESC_ENABLED
MSDA,3,3,,,,,,,,,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_MSI_DIGIT_AGGRESSIVENESS
MSCT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MSI_CHECK_CHARACTER_TRANSMISSION
MSCC,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Mod10
02=Mod11/10
03=Mod10/10",CI_MSI_CHECK_CHARACTER_CALCULATION
MSAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_MSI_AIM_ID_ENABLE
MREN,,,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MIRROR_READING_ENABLE
MQLC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_MICROQR_LENGTH_CONTROL
MQL2,0x0023,0x0023,,,,,,,,,,,,,,,"[format=range]
min=0000
max=0x0023
step=01
[PRG_ValueIncluded=false]",CI_MICROQR_LENGTH_2
MQL1,0x0001,0x0001,,,,,,,,,,,,,,,"[format=range]
min=0001
max=0x0023
step=01
[PRG_ValueIncluded=false]",CI_MICROQR_LENGTH_1
MQID,0x245100,0x245100,,,0x500000,,,,,,,,,0x500000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_MICROQR
MQEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MICROQR_ENABLE
MQAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_MICROQR_AIM_ID_ENABLE
MOTO,0x14,0x14,,,,,,,,,,,,,,,"[format=range]
min=05
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_MOTION_STILL_TIMEOUT
MOSY,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Low
01=Medium
02=High",CI_MOTION_SENSITIVITY
MOSI,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_HIGH_MOTION_IMMUNITY
MOMD,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MOTION_AIMING_CONTROL
MOEN,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MOTION_DETECTION_ENABLE
MIU8,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Micro PDF AIM Id and label type when doing EAN128 or Code 128
01=Code 128 / EAN128 AIM Id and label type when doing EAN128 or Code 128 emulation",CI_MICROPDF_128_EMULATION
MILC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_MICRO_PDF_LENGTH_CONTROL
MIL2,0x016E,0x016E,,,,,,,,,,,,,,,"[format=range]
min=0000
max=0x016E
step=01
[PRG_ValueIncluded=false]",CI_MICRO_PDF_LENGTH_2
MIL1,0x0001,0x0001,,,,,,,,,,,,,,,"[format=range]
min=0001
max=0x016E
step=01
[PRG_ValueIncluded=false]",CI_MICRO_PDF_LENGTH_1
MIID,0x6D5000,0x380000,,0x530000,0x500000,,,,,,0x380000,,,0x500000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_MICRO_PDF
MIEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MICRO_PDF_ENABLE
MIAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_MICRO_PDF_AIM_ID_ENABLE
MFFD,0x3C,0x3C,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_FREE_FALL_HEIGHT
M2LC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_MATRIX_2OF5_LENGTH_CONTROL
M2L2,0x32,0x32,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_MATRIX_2OF5_LENGTH_2
M2L1,0x01,0x01,,,,,,,,,,,,,,,"[format=range]
min=01
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_MATRIX_2OF5_LENGTH_1
M2ID,0x670000,0x670000,,0x480000,,0x672000,,,0x672000,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_MATRIX_2OF5
M2EN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MATRIX_2OF5_ENABLE
M2CT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MATRIX_2OF5_CHECK_CHARACTER_TRANSMISSION
M2CC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_MATRIX_2OF5_CHECK_CHARACTER_CALCULATION
M2AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_MATRIX_2OF5_AIM_ID_ENABLE
LSTO,0x0A,0x0A,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xF0
step=01
[PRG_ValueIncluded=false]",CI_AIMING_POINTER_TIMEOUT
LSTM,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_AIMING_DURATION_TIMER
LSSP,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00= Disable
01= Short (300 ms)
02= Medium (500 ms)
03= Long (800 ms)",CI_GREEN_SPOT_DURATION
LPID,0x246100,0x246100,,0x4D0000,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE39_LAPOSTE
LPEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE39_LAPOSTE_ENABLE
LOTM,0x02,0x02,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x09
step=01
[PRG_ValueIncluded=false]",CI_LASER_OFF_DURATION_AFTER_SINGLE_LINE
LFSU,0x0D00000000000000000000000000000000000000,0x0D00000000000000000000000000000000000000,,,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,0x0000000000000000000000000000000000000000,,0x0000000000000000000000000000000000000000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_GLOBAL_SUFFIX
LFPR,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_GLOBAL_PREFIX
LFCV,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Wrong string transmission
02 =Wrong Label transmission",CI_CODE_VERIFIER_MODE
LFCH,0xFFFFFFFFFFFFFFFF,0xFFFFFFFFFFFFFFFF,,0x0D60FFFFFFFFFFFF,,,,,,,,,,,,,"[format=ascii]
padding=0xFF
[PRG_ValueIncluded=false]",CI_CHARACTER_CONVERSION
LFCA,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=No Case Conversion
01=Upper Case
02=Lower Case",CI_CASE_CONVERSION
LEGC,0x0000,0x0000,,,,,,,,,,,,,,,"[format=range]
min=0000
max=0xFFFF
step=01
[PRG_ValueIncluded=false]",CI_ULE_GENERIC_CONFIG
LEEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_LABEL_EDIT_SCRIPT_ENABLE
LCID,0x524C00,0x690000,,0x450000,0x524C00,,,,,,,,,0x524C00,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_RSS_LIMITED_COMPOSITE
LCAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_RSS_LIMITED_COMPOSITE_AIM_ID_ENABLE
LBU8,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_RSS_LIMITED_EAN128_EMULATION
LBMR,1,1,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_DATABAR_LIMITED_MINIMUM_READ
LBEN,0x00,0x00,,,0x01,,,,,,,,,0x01,,,"[format=selection]
00=Disable
01=Enable",CI_RSS_LIMITED_ENABLE
LBDA,3,3,,,,,,,,,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_DATABAR_LIMITED_DIGIT_AGGRESSIVENESS
LBAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_RSS_LIMITED_AIM_ID_ENABLE
LB2D,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_RSS_LIMITED_2D_COMPONENT_ENABLE
LAGL,0x03,0x03,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_GOOD_READ_LED_DURATION
L,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable leading noise
02=Enable trailing noise
03=Enable leading and trailing noise",CI_WAND_TRANSMIT_NOISE
KBSP,0x01,0x01,,,,,,,,,,,,,,,"[format=range]
min=01
max=0x0A
step=01
[PRG_ValueIncluded=false]
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",CI_USBKB_SPEED
KBSC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Send Ctrl+Key
01=Send Ctrl+Shift+Key 
02=Send Special function key
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",CI_KEYBOARD_SEND_CTRL_CHARACTERS
KBQI,0x0A,0x0A,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x63
step=01
[PRG_ValueIncluded=false]
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",CI_WEDGE_QUIET_INTERVAL
KBNL,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Numlock key unchanged
01=Numlock key toggled
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",CI_WEDGE_NUMLOCK
KBKP,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Standard Keys
01=Numeric Keypad
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",CI_KEYBOARD_NUMERIC_KEYPAD
KBID,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x63
step=01
[PRG_ValueIncluded=false]
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",CI_KEYBOARD_INTER_CODE_DELAY
KBCO,0x00,0x00,,,,,,,,,,,,,,,,CI_KEYBOARD_COUNTRY_MODE
KBCL,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=CAPS LOCK OFF
01=CAPS LOCK ON
02=Auto CAPSLOCK enable
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",CI_KEYBOARD_CAPS_LOCK_STATE
ISID,0x490000,0x400000,,0x410000,0x490000,0x492000,,,0x492000,,0x400000,,,0x490000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_ISBN
ISAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_ISBN_AIM_ID_ENABLE
IPVS,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_IMAGE_DECODING_VL_SUBPIXEL
IPVR,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_IMAGE_DECODING_VL_REVERSE
IPTM,0x0032,0x0032,,,,,,,,,,,,,,,"[format=range]
min=0001
max=0x004E
step=01
[PRG_ValueIncluded=false]",CI_MAX_EXPOSURE_TIMER
IPTL,0x0004,0x0004,,,,,,,,,,,,,,,"[format=range]
min=0001
max=0x004E
step=01
[PRG_ValueIncluded=false]",CI_MAX_EXP_TIME_TRIGGERLESS_MODE
IPRS,0x02,0x02,,,,,,,,,,,,,,,"[format=selection]
01=Standard
02=Handheld
",CI_IMAGE_RASTER_DECODING
IPQF,0x5A,0x5A,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x64
step=01
[PRG_ValueIncluded=false]
[ExtraOption=NotAvailableFor]
classes=11",CI_IMAGE_CAPTURE_JPEG_QUALITY
IPPL,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disabled
01=Enabled",CI_PARTIAL_LABEL_READING_CONTROL
IPNR,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Normal
01=Inverse
02=Both Normal and Inverse",CI_NORMAL_REVERSE_SYMBOL_CONTROL
IPLE,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
02=Toggle every other Frame",CI_IMAGE_DECODING_LADDER_ENABLE
IPLD,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_IMAGE_DECODING_LADDER_ACTIVATION_DELAY
IPHR,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_IMAGE_DECODING_HIGH_RESOLUTION
IPFI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Jpeg Format
01=Tiff Format
02=BMP Format
04=RAW Format
[ExtraOption=NotAvailableFor]
classes=11",CI_IMAGE_CAPTURE_FORMAT_TYPE
IPDA,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_IMAGE_AGGRESSIVE_DECODING
IPCV,0x19,0x19,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x64
step=01
[PRG_ValueIncluded=false]
[ExtraOption=NotAvailableFor]
classes=11",CI_IMAGE_CONTRAST_VALUE
IPCL,0x03,0x03,,,,,,,,,,,,,,,"[format=selection]
01=Minimum Level
02=Medium Level
03=Maximum Level
[ExtraOption=NotAvailableFor]
classes=11",CI_IMAGE_COLOR_LEVEL
IPCD,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Increase Value
01=Decrease Value
[ExtraOption=NotAvailableFor]
classes=11",CI_IMAGE_CONTRAST_DIRECTION
IPBV,0x19,0x19,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x64
step=01
[PRG_ValueIncluded=false]
[ExtraOption=NotAvailableFor]
classes=11",CI_IMAGE_BRIGHTNESS_VALUE
IPBD,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Increase Value
01=Decrease Value
[ExtraOption=NotAvailableFor]
classes=11",CI_IMAGE_BRIGHTNESS_DIRECTION
INMR,0x02,0x02,,,,,,,,,,,,,,,"[format=range]
min=0x01
max=0x04
step=01
[PRG_ValueIncluded=false]",CI_INSTORE_MINIMUM_READ
INID,0x6E0000,0x6E0000,,,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_ISSN
INAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_ISSN_AIM_ID_ENABLE
IFO1,0x00,0x00,,,,0x02,,,,,,0x02,,,,,"[format=selection]
00=Obey Scanner Configuration Host Commands
02=Ignore Scanner Configuration Host Commands
[PRG_ValueIncluded=false]",CI_INTERFACE_OPTIONS
IFML,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xF6
step=01
[PRG_ValueIncluded=false]",CI_MAX_HOST_TRANSMIT_MESSAGE_LENGTH
IFIH,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Obey (Do not ignore host commands)
01=Ignore",CI_IGNORE_HOST_COMMANDS
IDCO,0x00,0x00,,0x01,0x01,,,,,0x01,0x01,,,0x01,,,"[format=selection]
00=Disable
01=Prefix
02=Suffix
[ExtraOption=NotAvailableFor]
classes=5,11",CI_LABEL_ID_CONTROL
IBUT,0x01,0x01,,,,,,n.a.,,,,,,,,,"[format=selection]
00=Table-top Scanner
01=Hand-held Scanner
[ExtraOption=NotAvailableFor]
classes=2,3,4,6,8,9,10,12",CI_USB_IBM_SCANNER_DEVICE_USAGE_TYPE
IBHR,0x06,0x06,,,,,,,,,,,,,,,"[format=range]
min=01
max=0x0F
step=01
[PRG_ValueIncluded=false]",CI_46XX_NUMBER_HOST_RESETS
IBC3,0,0,,,,,,,,,,,,,,,"[format=selection]
00=IBM std format
01=Mixed IBM std + Code39 format
02=All Code39 format",CI_IBM_TRANSMIT_LABELS_IN_CODE39_FORMAT
IAID,0x494100,0x260000,,0x490000,0x494100,,,,,,0x260000,,,0x494100,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_IATA
IAEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_IATA_ENABLE
IACT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_IATA_CHECK_CHARACTER_TRANSMISSION
IAAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_IATA_AIM_ID_ENABLE
I8LF,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADDF
I8LE,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADDE
I8LD,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADDD
I8LC,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADDC
I8LB,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADDB
I8LA,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADDA
I8L9,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD9
I8L8,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD8
I8L7,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD7
I8L6,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD6
I8L5,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD5
I8L4,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD4
I8L3,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD3
I8L2,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD2
I8L1,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD1
I8L0,0x0000,0x0000,,,,,,,,,,,,,,,,CI_ISBT128_CONCATENATE_LIST_ADD0
I8ID,0x660000,0x660000,,0x4B0000,,0x662000,,,0x662000,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_ISBT128
I8FC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_ISBT128_FORCE_CONCATENATION
I8DT,0x14,0x14,,,,,,,,,,,,,,,"[format=range]
min=05
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_ISBT128_DYNAMIC_CONCATENATION_TIMEOUT
I8CM,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Static
01=Dynamic",CI_ISBT128_CONCATENATION_MODE
I8CE,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_ISBT128_CONCATENATE_ENABLE
I8AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_ISBT128_AIM_ID_ENABLE
I2ZP,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_I2OF5_ZERO_PATTERN_ENABLED
I2ST,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_I2OF5_STITCHING_ENABLE
I2MR,2,2,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_I2OF5_MINIMUM_READ
I2LC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_I2OF5_LENGTH_CONTROL
I2L2,0x32,0x32,,,,,,,,0x10,,,,,,,"[format=selection]
0x00=0
0x02=2
0x04=4
0x06=6
0x08=8
0x0A=10
0x0C=12
0x0E=14
0x10=16
0x12=18
0x14=20
0x16=22
0x18=24
0x1A=26
0x1C=28
0x1E=30
0x20=32
0x22=34
0x24=36
0x26=38
0x28=40
0x2A=42
0x2C=44
0x2E=46
0x30=48
0x32=50
[PRG_ValueIncluded=false]",CI_I2OF5_LENGTH_2
I2L1,0x06,0x06,,,,,,,,0x08,,,,,,,"[format=selection]
0x02=2
0x04=4
0x06=6
0x08=8
0x0A=10
0x0C=12
0x0E=14
0x10=16
0x12=18
0x14=20
0x16=22
0x18=24
0x1A=26
0x1C=28
0x1E=30
0x20=32
0x22=34
0x24=36
0x26=38
0x28=40
0x2A=42
0x2C=44
0x2E=46
0x30=48
0x32=50
[PRG_ValueIncluded=false]",CI_I2OF5_LENGTH_1
I2ID,0x690000,0x4E0000,,0x490000,0x690000,0x692000,,,0x692000,0x490000,0x4E0000,,,0x690000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_I2OF5
I2EN,0x00,0x00,,,,,,,,0x01,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_I2OF5_ENABLE
I2DL,3,3,,,,,,,,,,,,,,,"[format=range]
min=00
max=05
step=01
[PRG_ValueIncluded=false]",CI_2OF5_DECODING_LEVEL
I2DA,0x03,0x03,,,,,,,,0x01,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_2OF5_DIGIT_AGGRESSIVENESS
I2CT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_I2OF5_CHECK_CHARACTER_TRANSMISSION
I2CO,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_I2OF5_CORRELATION_ENABLE
I2CC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
0x00=Disable
0x01=Check Standard (Modulo 10)
0x02=Check German Parcel
0x04=Check DHL
0x08=Check Daimler Chrysler
0x10=Check Bosch
0x20=Check Italian Post
[PRG_ValueIncluded=false]",CI_I2OF5_CHECK_CHARACTER_CALCULATION
I2AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_I2OF5_AIM_ID_ENABLE
HRID,0x650000,0x650000,,0x490000,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_I2OF5_CIP_HR
HRAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_I2OF5_CIP_HR_AIM_ID_ENABLE
GQID,0x514700,0x247100,0x514700,0x580000,0x500000,0x514700,0x514700,,0x514700,0x514700,0x247100,,0x514700,0x500000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_GS1_QR_CODE
GDID,0x446700,0x247700,0x446700,0x570000,0x500000,0x446700,0x446700,,0x446700,0x446700,0x247700,,0x446700,0x500000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_GS1_DATAMATRIX
GBID,0x470000,0x244100,,,0x470000,0x472000,,,0x472000,,0x244100,,,0x470000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_GTIN
GBEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_GTIN_ENABLE
GBAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_GTIN_AIM_ID_ENABLE
G8ID,0x473800,0x244400,0x473800,0x473800,,n.a.,0x473800,,,,0x244400,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_LABEL_ID_GTIN8
G8AI,0,0,,,,,,,,,,n.a.,,,,,"[format=selection]
00=Disable
01=Enable",CI_GTIN8_AIM_ID_ENABLE
G5ID,0x473500,0x244300,,,0x473500,,,,,,0x244300,,,0x473500,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_GTIN5
G5AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_GTIN5_AIM_ID_ENABLE
